AN_BASE;NM_GRANDE_AREA_CONHECIMENTO;NM_AREA_CONHECIMENTO;NM_AREA_BASICA;NM_SUBAREA_CONHECIMENTO;NM_ESPECIALIDADE;CD_AREA_AVALIACAO;NM_AREA_AVALIACAO;CD_ENTIDADE_CAPES;CD_ENTIDADE_EMEC;SG_ENTIDADE_ENSINO;NM_ENTIDADE_ENSINO;IN_REDE;SG_ENTIDADE_ENSINO_REDE;CS_STATUS_JURIDICO;DS_DEPENDENCIA_ADMINISTRATIVA;DS_ORGANIZACAO_ACADEMICA;NM_REGIAO;SG_UF_PROGRAMA;NM_MUNICIPIO_PROGRAMA_IES;NM_MODALIDADE_PROGRAMA;CD_PROGRAMA_IES;NM_PROGRAMA_IES;NM_PROGRAMA_IDIOMA;NM_GRAU_PROGRAMA;CD_CONCEITO_PROGRAMA;AN_INICIO_PROGRAMA;AN_INICIO_CURSO;DS_SITUACAO_PROGRAMA;DT_SITUACAO_PROGRAMA;ID_ADD_FOTO_PROGRAMA_IES;ID_ADD_FOTO_PROGRAMA
2024;CIÊNCIAS HUMANAS;PSICOLOGIA;PSICOLOGIA;NÃO SE APLICA;NÃO SE APLICA;37;PSICOLOGIA;10001018;699;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;RO;PORTO VELHO;ACADÊMICO;10001018009P6;PSICOLOGIA;GRADUATE PROGRAM PSYCOLOGY;MESTRADO;4;2009;2009;EM FUNCIONAMENTO;29MAY2013:00:00:00;264554;198446
2024;MULTIDISCIPLINAR;INTERDISCIPLINAR;POLÍTICAS E DESENVOLVIMENTO DE TERRITÓRIOS;POLÍTICAS E DESENVOLVIMENTO DE TERRITÓRIOS;NÃO SE APLICA;45;INTERDISCIPLINAR;10001018;699;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;RO;PORTO VELHO;ACADÊMICO;10001018004P4;DESENVOLVIMENTO REGIONAL E MEIO AMBIENTE;POSGRADUAT PROGRAM IN REGIONAL DEVELOPMENT AND ENVIRONMENT;MESTRADO/DOUTORADO;4;1999;1999/2013;EM FUNCIONAMENTO;13NOV2013:00:00:00;256763;193052
2024;MULTIDISCIPLINAR;INTERDISCIPLINAR;POLÍTICAS E DESENVOLVIMENTO DE TERRITÓRIOS;POLÍTICAS E DESENVOLVIMENTO DE TERRITÓRIOS;NÃO SE APLICA;45;INTERDISCIPLINAR;10001018;699;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;RO;ROLIM DE MOURA;ACADÊMICO;10001018044P6;AGROECOSSISTEMAS AMAZÔNICOS;AMAZONIANS AGROECOSYSTEMS;MESTRADO;3;2020;2020;EM FUNCIONAMENTO;24MAR2020:00:00:00;264437;198332
2024;MULTIDISCIPLINAR;ENSINO;ENSINO DE CIÊNCIAS E MATEMÁTICA;ENSINO DE CIÊNCIAS E MATEMÁTICA;NÃO SE APLICA;46;ENSINO;10001018;699;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;RO;JI-PARANÁ;ACADÊMICO;10001018042P3;EDUCAÇÃO MATEMÁTICA;MATHEMATICAL EDUCATION;MESTRADO;3;2019;2019;EM FUNCIONAMENTO;10SEP2019:00:00:00;264412;198328
2024;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO;ADMINISTRAÇÃO;NÃO SE APLICA;NÃO SE APLICA;27;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;10001018;699;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;RO;PORTO VELHO;ACADÊMICO;10001018006P7;ADMINISTRAÇÃO;MASTER IN ADMINISTRATION;MESTRADO;3;2006;2006;EM FUNCIONAMENTO;30DEC2013:00:00:00;266162;199438
2024;LINGÜÍSTICA, LETRAS E ARTES;LETRAS;LITERATURA COMPARADA;LITERATURA COMPARADA;NÃO SE APLICA;41;LINGUÍSTICA E LITERATURA;10001018;699;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;RO;PORTO VELHO;ACADÊMICO;10001018012P7;ESTUDOS LITERÁRIOS;LITERARY STUDIES;MESTRADO;4;2011;2011;EM FUNCIONAMENTO;25FEB2014:00:00:00;258189;194132
2024;CIÊNCIAS HUMANAS;HISTÓRIA;HISTÓRIA REGIONAL DO BRASIL;HISTÓRIA DO BRASIL;HISTÓRIA REGIONAL DO BRASIL;40;HISTÓRIA;10001018;699;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;RO;PORTO VELHO;ACADÊMICO;10001018045P2;HISTÓRIA DA AMAZÔNIA;MASTER'S DEGREE IN AMAZONIAN HISTORY;MESTRADO;A;2021;2021;EM FUNCIONAMENTO;25AUG2021:00:00:00;262015;197109
2024;CIÊNCIAS SOCIAIS APLICADAS;COMUNICAÇÃO;COMUNICAÇÃO;NÃO SE APLICA;NÃO SE APLICA;31;COMUNICAÇÃO E INFORMAÇÃO;10001018;699;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;RO;PORTO VELHO;ACADÊMICO;10001018046P9;COMUNICAÇÃO;COMMUNICATIONS;MESTRADO;A;2024;2024;EM FUNCIONAMENTO;05AUG2024:00:00:00;265277;198899
2024;CIÊNCIAS DA SAÚDE;MEDICINA;ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA;ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA;NÃO SE APLICA;16;MEDICINA II;11001011;549;UFAC;UNIVERSIDADE FEDERAL DO ACRE;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;AC;RIO BRANCO;ACADÊMICO;11001011070P0;CIÊNCIAS DA SAÚDE NA AMAZÔNIA OCIDENTAL;HEALTH SCIENCES IN THE WESTERN AMAZON;MESTRADO;3;2016;2016;EM FUNCIONAMENTO;05AUG2015:00:00:00;265289;198909
2024;CIÊNCIAS HUMANAS;EDUCAÇÃO;EDUCAÇÃO;NÃO SE APLICA;NÃO SE APLICA;38;EDUCAÇÃO;11001011;549;UFAC;UNIVERSIDADE FEDERAL DO ACRE;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;AC;RIO BRANCO;ACADÊMICO;11001011009P9;EDUCAÇÃO;EDUCACION;MESTRADO;4;2014;2014;EM FUNCIONAMENTO;21JUL2014:00:00:00;260877;196283
2024;CIÊNCIAS AGRÁRIAS;MEDICINA VETERINÁRIA;MEDICINA VETERINÁRIA;NÃO SE APLICA;NÃO SE APLICA;24;MEDICINA VETERINÁRIA;11001011;549;UFAC;UNIVERSIDADE FEDERAL DO ACRE;SIM;"UNIR;EMBRAPA ACRE";FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;AC;RIO BRANCO;ACADÊMICO;11001011008P2;SANIDADE E PRODUÇÃO ANIMAL SUSTENTÁVEL NA AMAZÔNIA OCIDENTAL;HEALTH AND SUSTAINABLE ANIMAL PRODUCTION IN THE WESTERN AMAZON;MESTRADO/DOUTORADO;4;2014;2014/2017;EM FUNCIONAMENTO;01NOV2013:00:00:00;258712;194632
2024;LINGÜÍSTICA, LETRAS E ARTES;ARTES;ARTES;NÃO SE APLICA;NÃO SE APLICA;11;ARTES;11001011;549;UFAC;UNIVERSIDADE FEDERAL DO ACRE;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;AC;RIO BRANCO;ACADÊMICO;11001011075P1;ARTES CÊNICAS;GRADUATE PROGRAM IN SCENIC ARTS;MESTRADO;3;2019;2019;EM FUNCIONAMENTO;03APR2019:00:00:00;265141;198824
2024;CIÊNCIAS HUMANAS;GEOGRAFIA;GEOGRAFIA;NÃO SE APLICA;NÃO SE APLICA;36;GEOGRAFIA;11001011;549;UFAC;UNIVERSIDADE FEDERAL DO ACRE;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;AC;RIO BRANCO;ACADÊMICO;11001011076P8;GEOGRAFIA;POSTGRADUATE PROGRAM - MASTER IN GEOGRAPHY;MESTRADO;3;2019;2019;EM FUNCIONAMENTO;06AUG2019:00:00:00;259310;195127
2024;MULTIDISCIPLINAR;ENSINO;ENSINO DE CIÊNCIAS E MATEMÁTICA;ENSINO DE CIÊNCIAS E MATEMÁTICA;NÃO SE APLICA;46;ENSINO;11001011;549;UFAC;UNIVERSIDADE FEDERAL DO ACRE;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;AC;RIO BRANCO;PROFISSIONAL;11001011007P6;ENSINO DE CIÊNCIAS E MATEMÁTICA;PROFESSIONAL MASTER IN TEACHING SCIENCE AND MATHEMATICS;MESTRADO PROFISSIONAL;4;2014;2014;EM FUNCIONAMENTO;12DEC2013:00:00:00;257342;193611
2024;CIÊNCIAS AGRÁRIAS;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;NÃO SE APLICA;NÃO SE APLICA;42;CIÊNCIAS AGRÁRIAS I;11001011;549;UFAC;UNIVERSIDADE FEDERAL DO ACRE;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;AC;RIO BRANCO;ACADÊMICO;11001011071P6;CIÊNCIA FLORESTAL;MASTER IN FOREST SCIENCE;MESTRADO;3;2016;2016;EM FUNCIONAMENTO;10FEB2016:00:00:00;265053;198756
2024;CIÊNCIAS BIOLÓGICAS;ECOLOGIA;ECOLOGIA;NÃO SE APLICA;NÃO SE APLICA;7;BIODIVERSIDADE;11001011;549;UFAC;UNIVERSIDADE FEDERAL DO ACRE;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;AC;RIO BRANCO;ACADÊMICO;11001011001P8;ECOLOGIA E MANEJO DE RECURSOS NATURAIS;ECOLOGY AND NATURAL RESOUCE MANAGEMENT;MESTRADO;3;1996;1996;EM FUNCIONAMENTO;07JUN2013:00:00:00;263087;197667
2024;MULTIDISCIPLINAR;ENSINO;ENSINO;NÃO SE APLICA;NÃO SE APLICA;46;ENSINO;11001011;549;UFAC;UNIVERSIDADE FEDERAL DO ACRE;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;AC;CRUZEIRO DO SUL;ACADÊMICO;11001011073P9;ENSINO DE HUMANIDADES E LINGUAGENS;POSTGRADUATE PROGRAM IN HUMANITIES AND LANGUAGENS TEACHING;MESTRADO;3;2018;2018;EM FUNCIONAMENTO;09JAN2019:00:00:00;266260;199484
2024;CIÊNCIAS DA SAÚDE;SAÚDE COLETIVA;SAÚDE COLETIVA;NÃO SE APLICA;NÃO SE APLICA;22;SAÚDE COLETIVA;11001011;549;UFAC;UNIVERSIDADE FEDERAL DO ACRE;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;AC;RIO BRANCO;ACADÊMICO;11001011005P3;SAÚDE COLETIVA;MASTER IN PUBLIC HEALTH;MESTRADO/DOUTORADO;4;2008;2008/2016;EM FUNCIONAMENTO;06MAR2014:00:00:00;260955;196341
2024;MULTIDISCIPLINAR;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;NÃO SE APLICA;NÃO SE APLICA;49;CIÊNCIAS AMBIENTAIS;11001011;549;UFAC;UNIVERSIDADE FEDERAL DO ACRE;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;AC;CRUZEIRO DO SUL;ACADÊMICO;11001011074P5;CIÊNCIAS AMBIENTAIS;ENVIRONMENTAL SCIENCE;MESTRADO;3;2019;2019;EM FUNCIONAMENTO;14JAN2019:00:00:00;265932;199303
2024;MULTIDISCIPLINAR;INTERDISCIPLINAR;POLÍTICAS E DESENVOLVIMENTO DE TERRITÓRIOS;POLÍTICAS E DESENVOLVIMENTO DE TERRITÓRIOS;NÃO SE APLICA;45;INTERDISCIPLINAR;11001011;549;UFAC;UNIVERSIDADE FEDERAL DO ACRE;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;AC;RIO BRANCO;ACADÊMICO;11001011006P0;CIÊNCIA, INOVAÇÃO E TECNOLOGIA PARA A AMAZÔNIA;SCIENCE, TECHNOLOGY AND INNOVATION FOR THE AMAZON;MESTRADO;4;2011;2011;EM FUNCIONAMENTO;11JAN2013:00:00:00;259911;195668
2024;CIÊNCIAS AGRÁRIAS;AGRONOMIA;AGRONOMIA;NÃO SE APLICA;NÃO SE APLICA;42;CIÊNCIAS AGRÁRIAS I;11001011;549;UFAC;UNIVERSIDADE FEDERAL DO ACRE;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;AC;RIO BRANCO;ACADÊMICO;11001011004P7;PRODUÇÃO VEGETAL;PLANT PRODUCTION;MESTRADO/DOUTORADO;4;2006;2006/2014;EM FUNCIONAMENTO;30JAN2013:00:00:00;259573;195354
2024;CIÊNCIAS EXATAS E DA TERRA;CIÊNCIA DA COMPUTAÇÃO;CIÊNCIA DA COMPUTAÇÃO;NÃO SE APLICA;NÃO SE APLICA;2;COMPUTAÇÃO;11001011;549;UFAC;UNIVERSIDADE FEDERAL DO ACRE;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;AC;RIO BRANCO;ACADÊMICO;11001011072P2;CIÊNCIA DA COMPUTAÇÃO;COMPUTER SCIENCE;MESTRADO;3;2018;2018;EM FUNCIONAMENTO;27DEC2018:00:00:00;259569;195350
2024;LINGÜÍSTICA, LETRAS E ARTES;LETRAS;LETRAS;NÃO SE APLICA;NÃO SE APLICA;41;LINGUÍSTICA E LITERATURA;11001011;549;UFAC;UNIVERSIDADE FEDERAL DO ACRE;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;AC;RIO BRANCO;ACADÊMICO;11001011003P0;LETRAS- LINGUAGEM E IDENTIDADE;LETTERS - LINGUAGE AND IDENTITY;MESTRADO/DOUTORADO;5;2006;2006/2019;EM FUNCIONAMENTO;30JAN2013:00:00:00;266276;199497
2024;CIÊNCIAS BIOLÓGICAS;PARASITOLOGIA;PARASITOLOGIA;NÃO SE APLICA;NÃO SE APLICA;9;CIÊNCIAS BIOLÓGICAS III;11008008;20342;FIOCRUZ-RO;FIOCRUZ ( RONDÔNIA );SIM;UNIR;FEDERAL;PÚBLICA;ESCOLA DE GOVERNO;NORTE;RO;PORTO VELHO;ACADÊMICO;10001018002P1;BIOLOGIA EXPERIMENTAL;EXPERIMENTAL BIOLOGY;MESTRADO/DOUTORADO;4;2001;2001/2005;EM FUNCIONAMENTO;30DEC2013:00:00:00;263752;198024
2024;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;DIREITO;NÃO SE APLICA;NÃO SE APLICA;26;DIREITO;11015004;4594;FCR;FACULDADE CATÓLICA DE RONDÔNIA;NÃO;NA;PARTICULAR;PRIVADA;FACULDADE;NORTE;RO;PORTO VELHO;PROFISSIONAL;11015004001P0;DIREITO;PROFESSIONAL MASTER'S DEGREE IN LAW;MESTRADO PROFISSIONAL;A;2024;2024;EM FUNCIONAMENTO;11OCT2024:00:00:00;264489;198383
2024;CIÊNCIAS SOCIAIS APLICADAS;COMUNICAÇÃO;COMUNICAÇÃO;NÃO SE APLICA;NÃO SE APLICA;31;COMUNICAÇÃO E INFORMAÇÃO;12001015;4;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;AM;MANAUS;ACADÊMICO;12001015176P5;INFORMAÇÃO E COMUNICAÇÃO (PPGIC);INFORMATION AND COMMUNICATION;MESTRADO;A;2024;2024;EM FUNCIONAMENTO;01AUG2024:00:00:00;264723;198595
2024;CIÊNCIAS SOCIAIS APLICADAS;SERVIÇO SOCIAL;SERVIÇO SOCIAL;NÃO SE APLICA;NÃO SE APLICA;32;SERVIÇO SOCIAL;12001015;4;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;AM;MANAUS;ACADÊMICO;12001015027P0;SERVIÇO SOCIAL;POST GRADUATE PROGRAM IN SOCIAL WORK AND SUSTAINABILITY IN AMAZONIA;MESTRADO;4;2007;2007;EM FUNCIONAMENTO;24JUL2013:00:00:00;265040;198767
2024;CIÊNCIAS EXATAS E DA TERRA;GEOCIÊNCIAS;GEOCIÊNCIAS;NÃO SE APLICA;NÃO SE APLICA;5;GEOCIÊNCIAS;12001015;4;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;AM;MANAUS;ACADÊMICO;12001015008P5;GEOCIÊNCIAS;GEOSCIENCES;MESTRADO;3;2000;2000;EM FUNCIONAMENTO;08MAR2013:00:00:00;264668;198535
2024;MULTIDISCIPLINAR;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;NÃO SE APLICA;NÃO SE APLICA;49;CIÊNCIAS AMBIENTAIS;12001015;4;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;AM;HUMAITÁ;ACADÊMICO;12001015064P2;CIÊNCIAS AMBIENTAIS;ENVIRONMENTAL SCIENCES;MESTRADO;3;2015;2015;EM FUNCIONAMENTO;31MAR2015:00:00:00;265673;199087
2024;CIÊNCIAS HUMANAS;PSICOLOGIA;PSICOLOGIA;NÃO SE APLICA;NÃO SE APLICA;37;PSICOLOGIA;12001015;4;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;AM;MANAUS;ACADÊMICO;12001015036P9;PSICOLOGIA;PSYCHOLOGY GRADUATION PROGRAM;MESTRADO/DOUTORADO;4;2009;2009/2024;EM FUNCIONAMENTO;21MAR2013:00:00:00;257425;193654
2024;CIÊNCIAS EXATAS E DA TERRA;QUÍMICA;QUÍMICA;NÃO SE APLICA;NÃO SE APLICA;4;QUÍMICA;12001015;4;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;AM;MANAUS;ACADÊMICO;12001015002P7;QUÍMICA;POSTGRADUATE PROGRAM IN CHEMISTRY;MESTRADO/DOUTORADO;4;1987;1987/2007;EM FUNCIONAMENTO;13JUN2013:00:00:00;265721;199121
2024;CIÊNCIAS HUMANAS;GEOGRAFIA;GEOGRAFIA;NÃO SE APLICA;NÃO SE APLICA;36;GEOGRAFIA;12001015;4;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;AM;MANAUS;ACADÊMICO;12001015026P3;GEOGRAFIA;GRADUATE PROGRAM IN GEOGRAPHY;MESTRADO/DOUTORADO;4;2007;2007/2019;EM FUNCIONAMENTO;20JAN2014:00:00:00;265726;199099
2024;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;DIREITO;NÃO SE APLICA;NÃO SE APLICA;26;DIREITO;12001015;4;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;AM;MANAUS;ACADÊMICO;12001015174P2;DIREITO;CONSTITUTIONALISM AND RIGHTS IN THE AMAZON;MESTRADO;3;2019;2019;EM FUNCIONAMENTO;26AUG2019:00:00:00;265716;199116
2024;CIÊNCIAS EXATAS E DA TERRA;CIÊNCIA DA COMPUTAÇÃO;CIÊNCIA DA COMPUTAÇÃO;NÃO SE APLICA;NÃO SE APLICA;2;COMPUTAÇÃO;12001015;4;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;AM;MANAUS;ACADÊMICO;12001015012P2;INFORMÁTICA;INFORMATICS;MESTRADO/DOUTORADO;6;2001;2001/2008;EM FUNCIONAMENTO;06JUN2013:00:00:00;265225;198847
